categoria;imagen;marca;nombre;subcategoria
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43210278_1/width=240,height=240,quality=70,format=webp,fit=pad';'CASA VERDE';'Tapenade De Aceituna 225 g';'Conservas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43314468_1/width=240,height=240,quality=70,format=webp,fit=pad';'DUW';'Conserva Jamon Endiablado 54 g';'Conservas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43327093_1/width=240,height=240,quality=70,format=webp,fit=pad';'CAMPOMAR';'Filete De Bonito Aceite Vegetal 150 g';'Conservas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40782738_1/width=240,height=240,quality=70,format=webp,fit=pad';'VALLE FERTIL';'Hummus Dip Tradicional Valle Fértil 240 g';'Conservas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40532157_1/width=240,height=240,quality=70,format=webp,fit=pad';'VALLE FERTIL';'Palmitos en Rodajas Gourmet Valle Fértil 450 g';'Conservas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41086701_1/width=240,height=240,quality=70,format=webp,fit=pad';'FARAON';'Arroz Extra Faraón de 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43406236_1/width=240,height=240,quality=70,format=webp,fit=pad';'GRAN CHALAN';'Arroz Extra Añejo Bolsa x 10 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40275956_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arroz Extra 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472604_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Arroz Extra Costeño 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40449200_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Pallar 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40330081_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Frijol Canario 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41817187_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Pack de Menestras Tottus: 500 g de lentejas + 500 g de arvejas + 500 g de frijoles canarios';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41470815_1/width=240,height=240,quality=70,format=webp,fit=pad';'PAISANA';'Arroz Superior 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lentejas bebé de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTA';'Cereal Bar Chips 8 Unidades 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Frijol Negro';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Maíz Chulpi x 400 gr';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'VALLENORTE';'Arroz Extra Valle Norte 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Arroz Extra de 10 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Maíz Pop Corn de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTENO';'Arveja Partida Costeño 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'GRAN CHALAN';'Arroz Extra Gran Chalán 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTA';'Cereal Bar Almendra Maní 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTENO';'Arroz Costeño Añejo Bolsa x 10 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Trigo Mote 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Arroz Superior 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'PAISANA';'Arroz Extra 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Arroz superior de 10 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTENO';'Arroz Costeño Añejo Extra x 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Frijol Panamito 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'GRAN CHALAN';'Arroz Gourmet Extra Añejo Gran Chalán de 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lenteja';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lentejón 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10167792_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Lenteja Costeño 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40725048_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arroz Superior 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472603_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Arroz Extra Costeño 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42889356_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Hierba Luisa x 25 Sobres';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10167826_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Maíz Pop Corn Costeño 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40417021_1/width=240,height=240,quality=70,format=webp,fit=pad';'NATURANDES';'Semilla Linaza Doy Pack 300 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41040733_1/width=240,height=240,quality=70,format=webp,fit=pad';'NATURANDES';'Emoliente Tradicional Bolsa 100 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41445780_1/width=240,height=240,quality=70,format=webp,fit=pad';'Sin marca';'Nopal Flax con Piña Nuestra Salud 454 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41488186_1/width=240,height=240,quality=70,format=webp,fit=pad';'PAISANA';'Arroz integral';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276927_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arveja 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43403262_1/width=240,height=240,quality=70,format=webp,fit=pad';'TESORO DEL CAMPO';'Lenteja x 350 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43314218_1/width=240,height=240,quality=70,format=webp,fit=pad';'VALLENORTE';'Arroz Integral 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41976242_1/width=240,height=240,quality=70,format=webp,fit=pad';'VALLENORTE';'Arroz Superior Valle Norte 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276928_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Quinua de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43127722_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Maiz Cancha x 400 gr';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40449203_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Papa Seca 400 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42668443_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTA';'Cereal Bar Choco 8 Unidades 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40330082_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arveja Partida 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41011038_1/width=240,height=240,quality=70,format=webp,fit=pad';'GRAN CHALAN';'Arroz Superior Gran Chalán 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276929_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Frijol Castilla';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41086701_1/width=240,height=240,quality=70,format=webp,fit=pad';'FARAON';'Arroz Extra Faraón de 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43406236_1/width=240,height=240,quality=70,format=webp,fit=pad';'GRAN CHALAN';'Arroz Extra Añejo Bolsa x 10 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40275956_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arroz Extra 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472604_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Arroz Extra Costeño 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40449200_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Pallar 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40330081_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Frijol Canario 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41817187_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Pack de Menestras Tottus: 500 g de lentejas + 500 g de arvejas + 500 g de frijoles canarios';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41470815_1/width=240,height=240,quality=70,format=webp,fit=pad';'PAISANA';'Arroz Superior 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lentejas bebé de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTA';'Cereal Bar Chips 8 Unidades 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Frijol Negro';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Maíz Chulpi x 400 gr';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'VALLENORTE';'Arroz Extra Valle Norte 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Arroz Extra de 10 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Maíz Pop Corn de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTENO';'Arveja Partida Costeño 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'GRAN CHALAN';'Arroz Extra Gran Chalán 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTA';'Cereal Bar Almendra Maní 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTENO';'Arroz Costeño Añejo Bolsa x 10 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Trigo Mote 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Arroz Superior 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'PAISANA';'Arroz Extra 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Arroz superior de 10 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTENO';'Arroz Costeño Añejo Extra x 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Frijol Panamito 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'GRAN CHALAN';'Arroz Gourmet Extra Añejo Gran Chalán de 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lenteja';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lentejón 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10167792_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Lenteja Costeño 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40725048_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arroz Superior 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472603_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Arroz Extra Costeño 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42889356_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Hierba Luisa x 25 Sobres';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10167826_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Maíz Pop Corn Costeño 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40417021_1/width=240,height=240,quality=70,format=webp,fit=pad';'NATURANDES';'Semilla Linaza Doy Pack 300 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41040733_1/width=240,height=240,quality=70,format=webp,fit=pad';'NATURANDES';'Emoliente Tradicional Bolsa 100 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41445780_1/width=240,height=240,quality=70,format=webp,fit=pad';'Sin marca';'Nopal Flax con Piña Nuestra Salud 454 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41488186_1/width=240,height=240,quality=70,format=webp,fit=pad';'PAISANA';'Arroz integral';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276927_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arveja 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43403262_1/width=240,height=240,quality=70,format=webp,fit=pad';'TESORO DEL CAMPO';'Lenteja x 350 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43314218_1/width=240,height=240,quality=70,format=webp,fit=pad';'VALLENORTE';'Arroz Integral 750 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41976242_1/width=240,height=240,quality=70,format=webp,fit=pad';'VALLENORTE';'Arroz Superior Valle Norte 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276928_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Quinua de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43127722_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Maiz Cancha x 400 gr';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40449203_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Papa Seca 400 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42668443_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTA';'Cereal Bar Choco 8 Unidades 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40330082_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arveja Partida 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41011038_1/width=240,height=240,quality=70,format=webp,fit=pad';'GRAN CHALAN';'Arroz Superior Gran Chalán 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276929_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Frijol Castilla';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41086701_1/width=240,height=240,quality=70,format=webp,fit=pad';'FARAON';'Arroz Extra Faraón de 5 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43406236_1/width=240,height=240,quality=70,format=webp,fit=pad';'GRAN CHALAN';'Arroz Extra Añejo Bolsa x 10 Kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40275956_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Arroz Extra 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10472604_1/width=240,height=240,quality=70,format=webp,fit=pad';'COSTENO';'Arroz Extra Costeño 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40449200_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Pallar 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40330081_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Frijol Canario 500 g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41817187_1/width=240,height=240,quality=70,format=webp,fit=pad';'TOTTUS';'Pack de Menestras Tottus: 500 g de lentejas + 500 g de arvejas + 500 g de frijoles canarios';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41470815_1/width=240,height=240,quality=70,format=webp,fit=pad';'PAISANA';'Arroz Superior 5 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Lentejas bebé de 1 kg';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'COSTA';'Cereal Bar Chips 8 Unidades 21g';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Frijol Negro';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'TOTTUS';'Maíz Chulpi x 400 gr';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
'Alimentos y bebidas - Despensa';'Sin imagen src';'Sin marca';'Sin nombre';'Arroz, Legumbres y Semillas'
