Categoría,Subcategoría,Nombre,Marca,Imagen (URL),Precio,Enlace,Tipo de Empaque
Despensa,Sin subcategoría,Picarones Buñuelos 165 g,PROVENZAL,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10337894_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 11.50,https://tottus.falabella.com.pe/tottus-pe/product/115986426/picarones-c-miel-caja-x-165gr/115986427?exp=tottus,Flexible
Despensa,Pastas,Fideos Spaghetti Libre de Gluten 400g,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42385021_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 6.90,https://tottus.falabella.com.pe/tottus-pe/product/114116430/spaghetti-libre-de-gluten-tottus-x-400-gr/114116431?exp=tottus,Flexible
Despensa,Sin subcategoría,Arroz Extra 750 g,PACASMAYO,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43254709_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 4.70,https://tottus.falabella.com.pe/tottus-pe/product/128324179/arroz-extra-pacasmayo-750g/128324181?exp=tottus,Flexible
Despensa,Salsas y pastas,Puré de Tomate Pomarola Concentrado 110 g,MOLITALIA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42622118_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 1.80,https://tottus.falabella.com.pe/tottus-pe/product/113712086/pure-tomate-pomarola-concentrado-doypack-x-110g/113712087?exp=tottus,Rígido
Despensa,Especias,Orégano Pack 6 Unidades,SIBARITA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40723197_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 1.10,https://tottus.falabella.com.pe/tottus-pe/product/113706031/oregano-sibarita-x-35-gr-x-6-unid/113706032?exp=tottus,Rígido
Despensa,Aceites,Aceite vegetal de 900 mL,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42842306_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 6.10,https://tottus.falabella.com.pe/tottus-pe/product/115776531/aceite-vegetal-tottus-x-900ml/115776532?exp=tottus,Rígido
Despensa,Condimentos,Mayonesa 475 g,ALACENA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10170543_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 12.90,https://tottus.falabella.com.pe/tottus-pe/product/113712628/mayonesa-alacena-doypack-x-475g/113712629?exp=tottus,Rígido
Despensa,Chocolates,Chocolate Kisses Cookies And Creme Empaque 102 g,HERSHEYS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42249510_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 17.50,https://tottus.falabella.com.pe/tottus-pe/product/115874983/kisses-cookies-n-creme-102gr/115874984?exp=tottus,Flexible
Despensa,Sin subcategoría,Fideo Spaghetti 500 g,GRANO DE ORO,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40119582_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 2.80,https://tottus.falabella.com.pe/tottus-pe/product/115848850/fideo-spaguetti-grano-de-orox500gr/115848851?exp=tottus,Rígido
Despensa,Sin subcategoría,Lenteja Costeño 500 g,COSTENO,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10167792_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 5.40,https://tottus.falabella.com.pe/tottus-pe/product/115813339/costeno-lenteja-x-500-gr/115813340?exp=tottus,Rígido
Despensa,Sin subcategoría,Fourpack Gelatina Sabor Naranja Yopi 480 g,LAIVE,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43276601_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 9.20,https://tottus.falabella.com.pe/tottus-pe/product/129238077/4pack-gelatina-sabor-naranja-yopi-480g/129238078?exp=tottus,Flexible
Despensa,Sin subcategoría,Arroz Costeño Añejo Extra Costeño 5Kg,COSTENO,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43166081_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 26.90,https://tottus.falabella.com.pe/tottus-pe/product/124763714/arroz-anejo-extra-costeno-5kg/124763716?exp=tottus,Flexible
Despensa,Sin subcategoría,PASTA SPAGUETTI X 950G,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42987604_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 5.40,https://tottus.falabella.com.pe/tottus-pe/product/117250444/pasta-spaguetti-tottus-x-950g/117250445?exp=tottus,Rígido
Despensa,Aceites de Oliva,Aceite de Oliva Extra Virgen 2 L,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42187245_01/width=240,height=240,quality=70,format=webp,fit=pad",S/ 102.90,https://tottus.falabella.com.pe/tottus-pe/product/113712868/aceite-de-oliva-extra-virgen-tottus-x2l/113712869?exp=tottus,Rígido
Despensa,Sin subcategoría,Hellmanns Mayonesa Original Doypack 475 g,HELLMANN'S,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43254705_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 14.90,https://tottus.falabella.com.pe/tottus-pe/product/128324177/hellmanns-mayonesa-original-doypack-475g/128324180?exp=tottus,Flexible
Despensa,Féculas,Harina de Maíz Blanco Precocido 1 kg,PAN,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41058733_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 8.50,https://tottus.falabella.com.pe/tottus-pe/product/114405041/harina-de-maiz-bl-precocido-x-1kg/114405042?exp=tottus,Flexible
Despensa,Bolsa 30 g,SALSA PESTO EN POLVO TOTTUSX 30 GR,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42677991_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 2,https://tottus.falabella.com.pe/tottus-pe/product/115855858/salsa-pesto-en-polvo-tottusx-30-gr/115855859?exp=tottus,Rígido
Despensa,UNIDAD,CREMA DE AVELLANAS FERRERO X 220GR,NUTELLA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42305026_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 29.90,https://tottus.falabella.com.pe/tottus-pe/product/113707921/crema-de-avellanas-nutella-ferrero-x-220gr/113707922?exp=tottus,Rígido
Despensa,"Sopas, cremas y caldos",Caldo Sabor Carne Doña Gusta 6 Unidades,AJINOMOTO,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/20128505_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 1.10,https://tottus.falabella.com.pe/tottus-pe/product/113706548/dona-gusta-caldo-carne-en-polvo-cjx6-sachets/113706549?exp=tottus,Rígido
Despensa,Sin subcategoría,Corazón Alcachofas En Salmuera Frasco x 410 g,OLIVOS DEL SUR,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43442634_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 17.60,https://tottus.falabella.com.pe/tottus-pe/product/138899767/corazon-alca-salmu-olivos-del-sur-410-g/138899772?exp=tottus,Rígido
Despensa,Sin subcategoría,Cobertura Bitter Negusa x 600 g,Sin marca,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40330218_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 14.99,https://tottus.falabella.com.pe/tottus-pe/product/135053626/cobertura--bitter--negusa--600gr/135053632?exp=tottus,Rígido
Despensa,Condimentos,Vinagreta Finas Hierbas 200 mL,EL OLIVAR,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10389129_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 10.20,https://tottus.falabella.com.pe/tottus-pe/product/113714748/el-olivar-vinagreta-finas-hierbas-10389129/113714749?exp=tottus,Rígido
Despensa,Caja 22 g,GELATINA SABOR NARANJA LIGHT X 22G,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41344044_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 2.90,https://tottus.falabella.com.pe/tottus-pe/product/113936127/gelatina-sabor-naranja-light-tottus-x-22g/113936128?exp=tottus,Flexible
Despensa,Sin subcategoría,Granola Bites Cinammon Roll Sumkha Envase x 100 g,Sin marca,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43442662_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 8.90,https://tottus.falabella.com.pe/tottus-pe/product/138899826/granola-bites-cinammon-roll-sumkha-100g/138899828?exp=tottus,Rígido
Despensa,Condimentos,Sal de mar para cocina de 1 kg,MARINA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41458531_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 2,https://tottus.falabella.com.pe/tottus-pe/product/113707784/sal-marina-emsal-cocina-bolsa-x-1-kg/113707787?exp=tottus,Rígido
Despensa,Sin subcategoría,Fideo Codo Mediano Rayado Bolsa 235g,MOLITALIA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43081766_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 1.60,https://tottus.falabella.com.pe/tottus-pe/product/120062270/fideo-molitalia-codo-mediano-rayado-bolsa-235g/120062271?exp=tottus,Flexible
Despensa,Arroz,Arroz Extra 5 Kg,PAISANA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41470816_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 23.90,https://tottus.falabella.com.pe/tottus-pe/product/113705624/arroz-paisana-extra-5-kg/113705625?exp=tottus,Flexible
Despensa,Legumbres,Lentejas bebé de 1 kg,TOTTUS,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42276924_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 10.50,https://tottus.falabella.com.pe/tottus-pe/product/113707629/tottus-lenteja-bebe-tottus-x-1kg/113707630?exp=tottus,Flexible
Despensa,Postres listos,Helado Sabor Chocolate Con Stevia 50 g,UNIVERSAL,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41402033_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 5.10,https://tottus.falabella.com.pe/tottus-pe/product/115724888/helado-con-stevia-sabor-chocolat-universal-x50gr/115724889?exp=tottus,Rígido
Despensa,Condimentos,Ketchup 380 g,TOTTUS,https://e39a9f00db6c5bc097f9-75bc5dce1d64f93372e7c97ed35869cb.ssl.cf1.rackcdn.com/42887741-bsC_UMJm-medium.jpg,S/ 5.90,https://tottus.falabella.com.pe/tottus-pe/product/116652787/ketchup-tottus-x-380-g/116652788?exp=tottus,Flexible
Despensa,Especias,Curry en Polvo 56.7 g,BADIA,"https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40537385_1/width=240,height=240,quality=70,format=webp,fit=pad",S/ 11.10,https://tottus.falabella.com.pe/tottus-pe/product/113706534/frasco-curry-en-polvo-x-5670-gr-badia/113706535?exp=tottus,Flexible
