"category","subcategory","name","brand","imageUrl","isFlexiblePackaging"
"Despensa","Desconocido","Salsa Blanca Frasco 325 g","CASA VERDE","",false
"Despensa","Desconocido","Filete De Atún En Aceite x 140 g","TOTTUS","",false
"Despensa","Desconocido","Fideos Penne Rigate Premium de 500 g","TOTTUS","",false
"Despensa","Desconocido","Pre-mezcla de panqueques con chispas de sabor a chocolate","TOTTUS","",false
"Despensa","Desconocido","Arroz Extra de 10 kg","TOTTUS","",true
"Despensa","Desconocido","Conserva Vegetales Mixtos Envase 425 g","VALLE FERTIL","",false
"Despensa","Desconocido","Arroz Costeño Añejo Bolsa x 10 Kg","COSTENO","",false
"Despensa","Desconocido","Hojuelas De Avena Original Doypack x 400 g","HUELLA VERDE","",false
"Despensa","Desconocido","Trozos De Atún En Aceite Pack 12 x 140 g","TOTTUS","",false
"Despensa","Desconocido","GELATINA SABOR NARANJA LIGHT X 22G","TOTTUS","",false
"Despensa","Desconocido","Tapenade de Aceitunas y Alcachofa de 185 g","TOTTUS","",false
"Despensa","Desconocido","Gelatina Cereza 130g","UNIVERSAL","",false
"Despensa","Desconocido","Alcachofa a la parrilla 220 g","CASA VERDE","",false
"Despensa","Desconocido","Display Chocolate Cookies and Creme Caja 36 Unidades x 43 g","HERSHEYS","",false
"Despensa","Desconocido","Aceituna Verde sin Pepa 240 g","TOTTUS","",false
"Despensa","Desconocido","Costillitas Bbq Envase x 105 g","PRINGLES","",false
"Despensa","Desconocido","Gansito Minix Doypack x 240 g","MARINELA","",false
"Despensa","Desconocido","Cereal Bar Chips 8 Unidades 21g","COSTA","",false
"Despensa","Desconocido","Pinguinos Triple Chocolate Bolsa x 80 g","MARINELA","",false
"Despensa","Desconocido","Ketchup de 200 g para la","ALACENA","",false
"Despensa","Desconocido","Blend Nutricional 7 Semillas Clasico Doy Pack 200 g","NATURANDES","",false
"Despensa","Desconocido","Pinguinos Minix Triple Chocolate Doypack x 200 g","MARINELA","",false
"Despensa","Desconocido","Ajo molido Siba de 250 g","SIBARITA","",false
"Despensa","Desconocido","Pallar 500 g","TOTTUS","",false
"Despensa","Desconocido","MANJARBLANCO X 500G","BONLE","",false
"Despensa","Desconocido","Piña en Trozos 565 g","TOTTUS","",false
"Despensa","Desconocido","Salsa Hunts Picante Wings 550 g","HUNT","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43254703_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Salsa Bbq Original 510 g","TOTTUS","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40694047_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Mezcla Concentrada Leche Topping x 397 g","NESTLE","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/43392922_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Salsa Bbq Picante Valle Fértil 370 g","VALLE FERTIL","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40532155_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Aceituna Botija sin Pepa 240 g","TOTTUS","",false
"Despensa","Desconocido","Sopa Instantánea Ajinomen Sabor Gallina Criolla 80 g","AJINOMOTO","",false
"Despensa","Desconocido","Ketchup 100 g","TOTTUS","",false
"Despensa","Desconocido","Crema Huancaina al plato","NICOLINI","",false
"Despensa","Desconocido","Filete de Atún en Aceite de Girasol 140g","FLORIDA","",false
"Despensa","Desconocido","DULCE DE LECHE ESTILO COLONIAL 400G","LA SERENISIMA","",false
"Despensa","Desconocido","Vinagreta Italiana x 240G g","TOTTUS","",false
"Despensa","Desconocido","SOPA DE CARACOLITOS TOTTUSX 76 GR","TOTTUS","",false
"Despensa","Desconocido","Cobertura de chocolate con leche 200 g","LA IBERICA","",false
"Despensa","Desconocido","Orégano Entero 10 g","TOTTUS","",false
"Despensa","Desconocido","Harina de Maca Negra 200 g","","",false
"Despensa","Desconocido","Paprika Molida 20 g","TOTTUS","",false
"Despensa","Desconocido","Pasta Trigo Tricolor Bolsa x 235 g","MOLITALIA","",false
"Despensa","Desconocido","Aderezo Casero 1 kg","EL OLIVAR","",false
"Despensa","Desconocido","MEZCLA POLVO GELATINA FRESA BOLSA X 120G","UMSHA","",false
"Despensa","Desconocido","Aceite de Oliva Carbonel Extra Virgen 1 L","CARBONELL","",false
"Despensa","Desconocido","Nuez Moscada Molida 56.7 g","BADIA","",false
"Despensa","Desconocido","Arroz Extra Valle Norte 750 g","VALLENORTE","",false
"Despensa","Desconocido","INFUSION HERB SURTIDO CAJA X 20UND","NATURES HEART","",false
"Despensa","Desconocido","Mezcla para Cebiche Caucau 60 g","PROVENZAL","",false
"Despensa","Desconocido","Salsa De Tomate x 145 gr","TOTTUS","",false
"Despensa","Desconocido","Fourpack Gelatina Sabor Pina Yopi 480 g","LAIVE","",false
"Despensa","Desconocido","Gelatina naranja 100 gr","TOTTUS","",false
"Despensa","Desconocido","Tomillo Provenzal 14.2 g","BADIA","",false
"Despensa","Desconocido","Pimienta Negra Entera 63.8 g","BADIA","",false
"Despensa","Desconocido","Garbanzo con Tocino 425 g","TOTTUS","",false
"Despensa","Desconocido","Mezcla para Carapulcra 150 g","PROVENZAL","",false
"Despensa","Desconocido","Mezcla para Olluquito 78 g","PROVENZAL","",false
"Despensa","Desconocido","Vinagreta a la Mostaza 340 mL","EL OLIVAR","",false
"Despensa","Desconocido","Garbanzos x 340 g","CASA VERDE","",false
"Despensa","Desconocido","Lentejas Aderezadas x 360 g","CASA VERDE","",false
"Despensa","Desconocido","Sopa Ramen Sabor Camarón 85 g","MARUCHAN","",false
"Despensa","Desconocido","Palmitos en Rodajas Gourmet Valle Fértil 450 g","VALLE FERTIL","",false
"Despensa","Desconocido","Salsa vinagreta","WALIBI","",false
"Despensa","Desconocido","ACEITE AEROSOL 170G","OLEICO","",false
"Despensa","Desconocido","King Kong Manjar San Roque 75 g","","",false
"Despensa","Desconocido","Mezcla para Torta de Chocolate 510 g","KATZEL","",false
"Despensa","Desconocido","Ajonjolí 20 g","TOTTUS","",false
"Despensa","Desconocido","Ají Panca Molido Piki Doypack x 120 g","GOYA","",false
"Despensa","Desconocido","Mayonesa 95 g","TOTTUS","",false
"Despensa","Desconocido","Fideo Canuto 250 g","GRANO DE ORO","",false
"Despensa","Desconocido","Salsa de Ají Limo 165 gr","SPITZE","",false
"Despensa","Desconocido","GOMAS AMBROSIA X 480GR","AMBROSOLI","",false
"Despensa","Desconocido","Salsa De Soya Champi Barcidda X 500 Ml","","",false
"Despensa","Desconocido","VINAGRE BLANCO X 1 L","TOTTUS","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/42757357_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","King Kong Manjar Piña Maní San Roque 450 g","","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40920904_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Harina Preparada 1 kg","BLANCA FLOR","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10169574_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Puré de Papa 125 g","KNORR","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10164488_2/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","King Kong Manjarblanco San Roque 450 g","","",false
"Despensa","Desconocido","Fideo Canuto Pasta Corta 235 g","MOLITALIA","",false
"Despensa","Desconocido","Pimienta negra molida 198 g","BADIA","",false
"Despensa","Desconocido","Crema de Avellanas Sabor a Cacao 400 g","TOTTUS","",false
"Despensa","Desconocido","Crema De Ají Tari 400 g","ALACENA","",false
"Despensa","Desconocido","Aceituna Botija con Pepa 240 g","TOTTUS","",false
"Despensa","Desconocido","Maizena Pura Fécula de Maíz 500 g","DURYEA","",false
"Despensa","Desconocido","Maíz Pop Corn de 1 kg","TOTTUS","",false
"Despensa","Desconocido","Fideo Pastina 250 g","MOLITALIA","",false
"Despensa","Desconocido","Almendras Vizzio Chocolate Con Leche Caja 122 g","BKS","",false
"Despensa","Desconocido","Ají Libby's 85 g","LIBBYS","",false
"Despensa","Desconocido","Pasta de Ají Amarillo","TOTTUS","",false
"Despensa","Desconocido","Pudín de Chocolate sin Azúcar 4 Unidades","SNACK PACK","",false
"Despensa","Desconocido","Aceite Costeño x 900 mL","COSTENO","",false
"Despensa","Desconocido","Mezcla para Apanar Receta Crocante 96 g","AJINOMIX","",false
"Despensa","Desconocido","Maíz Pop Corn Costeño 500 g","COSTENO","",false
"Despensa","Desconocido","Sal de Maras Gruesa con Hierbas Mediterráneas 40 g","TOTTUS","",false
"Despensa","Desconocido","Harina sin Preparar 1 kg","MOLITALIA","",false
"Despensa","Desconocido","Salsa de tomate Pomarola clásica de 290 g","MOLITALIA","",false
"Despensa","Desconocido","Fideos Trigo Tallarín Grueso 950 g","NICOLINI","",false
"Despensa","Desconocido","Frijol Canario 500 g","TOTTUS","",false
"Despensa","Desconocido","Aceite Vegetal Olivado 900 mL","HUERTO ALAMEIN","",false
"Despensa","Desconocido","Gelatina Piña Bolsa 160 g","ROYAL","",false
"Despensa","Desconocido","Hoja de laurel 5 gr","SIBARITA","",false
"Despensa","Desconocido","Aceite De Canola Botella 1.18 L","WESSON","",false
"Despensa","Desconocido","Comino Molido 20 g","TOTTUS","",false
"Despensa","Desconocido","Sal 850 g","BIOSAL","",false
"Despensa","Desconocido","Fideos de Pasta de Trigo Tallarín Grueso de 450 g","NICOLINI","",false
"Despensa","Desconocido","Pre Mezcla Fudge Brownie 310 g","TOTTUS","",false
"Despensa","Desconocido","King Kong Manjar Piña y Maní 75 g","","",false
"Despensa","Desconocido","Manjar Blanco Nestlé 200 g","NESTLE","",false
"Despensa","Desconocido","Sopa Instantánea Ajinomen Sabor Carne 80 g","AJINOMOTO","",false
"Despensa","Desconocido","Frijol con Tocino 425 gr","TOTTUS","",false
"Despensa","Desconocido","Fourpack Gelatina Sabor Fresa Yopi 480 g","LAIVE","",false
"Despensa","Desconocido","Manjar Blanco x 500 g","LAIVE","",false
"Despensa","Desconocido","Ají Panca En Pasta Panquita Doypack x 550 g","SIBARITA","",false
"Despensa","Desconocido","Aceite Deleite Premium Botella x 3L","","",false
"Despensa","Desconocido","Duraznos Lata x 820 g","Dos Caballos","",false
"Despensa","Desconocido","Keke Marmoleado Redondo","TOTTUS","",false
"Despensa","Desconocido","Ají Amarillo En Pasta Amarillin Doypack x 550 g","SIBARITA","",false
"Despensa","Desconocido","Salsa de Culantro 100 g","SIBARITA","",false
"Despensa","Desconocido","Cereal Bar Choco 8 Unidades 21g","COSTA","",false
"Despensa","Desconocido","Infusión Bigelow Manzanilla Y Lavanda Caja 12 g","BE AMAZING TOYS","",false
"Despensa","Desconocido","Romero 10 g","TOTTUS","",false
"Despensa","Desconocido","Orégano Entero Cuatro Estaciones 10 g","","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10173674_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Nopal Flax con Piña Nuestra Salud 454 g","","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41445780_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Vinagre de Vino Tinto 250 mL","TOTTUS","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40344726_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Semilla Linaza Doy Pack 300 g","NATURANDES","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40417021_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Aceite De Oliva Extra Virgen Premium x 500 mL","TOTTUS","",false
"Despensa","Desconocido","King Kong Manjar Piña San Roque 75 g","","",false
"Despensa","Desconocido","Cubo de Sabor a Carne 8 unidades","MAGGI","",false
"Despensa","Desconocido","Pre-mezcla de brownie","TOTTUS","",false
"Despensa","Desconocido","Sopa sabor pollo con fideos 57 g","MAGGI","",false
"Despensa","Desconocido","Sopa Instantánea Ajinomen Sabor Pollo 80 g","AJINOMOTO","",false
"Despensa","Desconocido","Crema para Hongos de 65 g","MAGGI","",false
"Despensa","Desconocido","Arroz Extra Añejo Premium 750 g","TOTTUS","",false
"Despensa","Desconocido","HELADO CON STEVIA SABOR FRESA X50GR","UNIVERSAL","",false
"Despensa","Desconocido","Harina sin Preparar 1 kg","TOTTUS","",false
"Despensa","Desconocido","Salsa Casera 453 gr","HERDEZ","",false
"Despensa","Desconocido","Aderezo para Pollo 200 g","PIKI","",false
"Despensa","Desconocido","Bizcocho Donofrio Chocotón Relleno Manjar Caja 450 g","D'ONOFRIO","",false
"Despensa","Desconocido","Salsa Chipotle 1 Unidad","TABASCO","",false
"Despensa","Desconocido","Vino Balsámico 500 mL","HUERTO ALAMEIN","",false
"Despensa","Desconocido","Lomo De Atun En Aceite Vegetal Envase 150 g","CAMPOMAR","",false
"Despensa","Desconocido","Filete De Atún Lata 150 g","CAMPOMAR","",false
"Despensa","Desconocido","Atún En Trozos En Aceite Pack 6 Latas 150 g","CAMPOMAR","",false
"Despensa","Desconocido","Lomo De Atun En Agua Lata 150g","CAMPOMAR","",false
"Despensa","Desconocido","Filete De Atún En Agua Y Sal Lata 150 g","CAMPOMAR","",false
"Despensa","Desconocido","Atún En Trozos En Aceite Lara 150 g","CAMPOMAR","",false
"Despensa","Desconocido","Lasagna Lista Para Rellenar Y Hornear Molitalia 350 g","GOYA","",false
"Despensa","Desconocido","Fideo Mostacholi sin gluten de 400 g","MOLINOS DEL MUNDO","",false
"Despensa","Desconocido","Helado con Stevia sabor Lúcuma x 50 gr","UNIVERSAL","",false
"Despensa","Desconocido","Garbanzo Costeño 500 g","COSTENO","",false
"Despensa","Desconocido","Frijol Negro","TOTTUS","",false
"Despensa","Desconocido","Orégano Entero 9 g","SIBARITA","",false
"Despensa","Desconocido","Mermelada Orgánico De Camu Camu, Yacón Y Agave Frasco 240 g","ECOANDINO","",false
"Despensa","Desconocido","Esencia de Vainilla Universo 100 mL","UNIVERSAL","",false
"Despensa","Desconocido","Fideo Plumilla 250 g","GRANO DE ORO","",false
"Despensa","Desconocido","Vinagre de vino tinto 250 mL","CARBONELL","",false
"Despensa","Desconocido","Laurel Secos Kariño 4 g","","",false
"Despensa","Desconocido","Arroz Integral 5 kg","TOTTUS","",false
"Despensa","Desconocido","Frejoles Aderezados x 360 g","CASA VERDE","",false
"Despensa","Desconocido","Quinua Bicolor x 240 g","CASA VERDE","",false
"Despensa","Desconocido","Sólido De Atún En Aceite x 140 g","TOTTUS","",false
"Despensa","Desconocido","Mezcla para panqueques sin azúcar de 184 g","KATZEL","",false
"Despensa","Desconocido","Palillo Molido 20 g","TOTTUS","",false
"Despensa","Desconocido","Comino molido 60 gr","TOTTUS","",false
"Despensa","Desconocido","Pimiento Paprika 45 g","TOTTUS","",false
"Despensa","Desconocido","Aceite de Oliva Extra Virgen 1 L","EL OLIVAR","",false
"Despensa","Desconocido","Gelatina Extra Colágeno Sabor Fresa 30 g","UNIVERSAL","",false
"Despensa","Desconocido","Sopa Fuchi Fú Sabor a Pollo 55 g","PROVENZAL","",false
"Despensa","Desconocido","Sazonador Chifa 4 Unidades","AJINOMIX","",false
"Despensa","Desconocido","Canela Entera Cuatro Estaciones 5 g","","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/10173728_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Aderezo Especial Parrillero 400 g","SAM WONG","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/20086350_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Ajos en pasta Siba 230 gr","SIBARITA","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/41151524_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Gelatina Extra Colágeno Sabor Fresa 30 g","UNIVERSAL","https://tottus.falabella.com.pe/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/tottusPE/40563576_1/width=240,height=240,quality=70,format=webp,fit=pad",false
"Despensa","Desconocido","Salsa de culantro","SIBARITA","",false
"Despensa","Desconocido","Pimiento Paprika 45 g","TOTTUS","",false
"Despensa","Desconocido","Aceite de Oliva Extra Virgen 750 mL","OLIVOS DEL SUR","",false
"Despensa","Desconocido","Aceite de Oliva 100% Puro 500 mL","OLIVOS DEL SUR","",false
"Despensa","Desconocido","Flan Sabor a Vainilla 150 g","UNIVERSAL","",false
"Despensa","Desconocido","Salsa De Soya Ajoikion Frasco x 350 mL","KIKKO","",false
"Despensa","Desconocido","Aceite de Oliva Extra Virgen 500 mL","EL OLIVAR","",false
"Despensa","Desconocido","Mostaza Libby's 100 g","LIBBYS","",false
"Despensa","Desconocido","Estragón Cuatro Estaciones 5 g","","",false
"Despensa","Desconocido","Quinua Roja Orígenes 500 g","TOTTUS","",false
"Despensa","Desconocido","Orégano Molido Kariño 15 g","","",false
"Despensa","Desconocido","Fudge Heladero 550 g","BAZO VELARDE","",false
"Despensa","Desconocido","Mostaza dulce y picante","TOTTUS","",false
"Despensa","Desconocido","Aderezo Oriental 85 g","2 BANDERAS","",false
"Despensa","Desconocido","Calamares en Su Tinta Vigilante 115 g","","",false
"Despensa","Desconocido","Mayonesa 190 g","TOTTUS","",false
"Despensa","Desconocido","Aceite en Botella de 946 mL","OLEICO","",false
"Despensa","Desconocido","Mezcla para Ají de gallina 100 g","PROVENZAL","",false
"Despensa","Desconocido","Hongos Kariño 8 g","","",false
"Despensa","Desconocido","Pasta Tipo Spaguetti Bolsa 227 g","AMERICA ORGANICA","",false
"Despensa","Desconocido","Salsa Sugo Ricotta 400 g","BARILLA","",false
"Despensa","Desconocido","Fideos Fusilli Schär Sin Gluten 250 g","SCHAR","",false
"Despensa","Desconocido","Cazuela de Lentejas 425 gr","TOTTUS","",false
"Despensa","Desconocido","Mayonesa 380 g","LIBBYS","",false
"Despensa","Desconocido","Arroz Extra de 1 Kg","PAISANA","",false
"Despensa","Desconocido","Tapenade mix de aceitunas 185 g","TOTTUS","",false
"Despensa","Desconocido","Mezcla para Arroz con Pollo Seco y Aguadito 58 g","PROVENZAL","",false
"Despensa","Desconocido","Fideos Spaghetti Dr. Schär Sin Gluten 250 g","SCHAR","",false
"Despensa","Desconocido","Pasta Trigrano Tipo Spaguetti Bolsa 227 g","AMERICA ORGANICA","",false
"Despensa","Desconocido","Gomitas Lunch Bag Empaque 77 g","TROLLI","",false
"Despensa","Desconocido","MANJARBLANCO X 1KG BOLSA","BONLE","",false
"Despensa","Desconocido","Arroz Superior Gran Chalán 5 kg","GRAN CHALAN","",false
"Despensa","Desconocido","Colorantes para Repostería 4 Unidades","FRATELLO","",false
"Despensa","Desconocido","Mayonesa Hellmanns Light Squeeze Envase 340 mL","HELLMANN'S","",false
"Despensa","Desconocido","Salsa Bbq Ahumada Valle Fértil 370 g","VALLE FERTIL","",false
"Despensa","Desconocido","Filete De Bonito Atún Aceite Vegetal 170Gr","FRESCOMAR","",false
"Despensa","Desconocido","Orégano Entero Kariño 18 g","","",false
"Despensa","Desconocido","Arroz Superior Valle Norte 750 g","VALLENORTE","",false
"Despensa","Desconocido","King Kong Manjar Piña San Roque 75 g","","",false
"Despensa","Desconocido","Salsa de Tomate Arrabbiata 400 g","BARILLA","",false
"Despensa","Desconocido","Salsa Pesto Genovese 190 g","BARILLA","",false
"Despensa","Desconocido","Arroz Extra Gran Chalán 5 kg","GRAN CHALAN","",false
